area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,data_type
US000,1,11251,17,0,2024,1,2,17,17,18,335514,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,1,5.9,1865,0.6,0,0.0,0,0.0,-21,-1.4,Information Technology
US000,1,112511,18,0,2024,1,2,17,17,18,335514,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,1,5.9,1865,0.6,0,0.0,0,0.0,-21,-1.4,Information Technology
US000,1,113,15,0,2024,1,70,3245,3314,3551,65232306,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,325,11.1,332,11.1,373,11.7,8959924,15.9,0,0.0,0,0.0,59,4.1,Information Technology
US000,1,1131,16,0,2024,1,70,3245,3314,3551,65232306,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,325,11.1,332,11.1,373,11.7,8959924,15.9,0,0.0,0,0.0,59,4.1,Information Technology
US000,1,11311,17,0,2024,1,70,3245,3314,3551,65232306,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,325,11.1,332,11.1,373,11.7,8959924,15.9,0,0.0,0,0.0,59,4.1,Information Technology
US000,1,113110,18,0,2024,1,70,3245,3314,3551,65232306,0,0,1489,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,325,11.1,332,11.1,373,11.7,8959924,15.9,0,0.0,0,0.0,59,4.1,Information Technology
US000,1,114,15,0,2024,1,1,6,7,6,56123,0,0,682,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-1,-14.3,0,0.0,-1,-14.3,4676,9.1,0,0.0,0,0.0,117,20.7,Information Technology
US000,1,1142,16,0,2024,1,1,6,7,6,56123,0,0,682,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-1,-14.3,0,0.0,-1,-14.3,4676,9.1,0,0.0,0,0.0,117,20.7,Information Technology
US000,1,11421,17,0,2024,1,1,6,7,6,56123,0,0,682,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-1,-14.3,0,0.0,-1,-14.3,4676,9.1,0,0.0,0,0.0,117,20.7,Information Technology
US000,1,114210,18,0,2024,1,1,6,7,6,56123,0,0,682,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-1,-14.3,0,0.0,-1,-14.3,4676,9.1,0,0.0,0,0.0,117,20.7,Information Technology
US000,1,22,14,0,2024,1,211,12124,12173,12177,432560318,0,0,2737,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,1.0,526,4.5,463,4.0,444,3.8,39261210,10.0,0,0.0,0,0.0,147,5.7,Information Technology
US000,1,221,15,0,2024,1,211,12124,12173,12177,432560318,0,0,2737,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,1.0,526,4.5,463,4.0,444,3.8,39261210,10.0,0,0.0,0,0.0,147,5.7,Information Technology
US000,1,2211,16,0,2024,1,206,11381,11431,11434,412861754,0,0,2782,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,1.0,530,4.9,481,4.4,459,4.2,38370545,10.2,0,0.0,0,0.0,145,5.5,Information Technology
US000,1,22111,17,0,2024,1,101,8747,8767,8762,317743504,0,0,2791,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,4.1,499,6.0,442,5.3,421,5.0,33611210,11.8,0,0.0,0,0.0,159,6.0,Information Technology
US000,1,221111,18,0,2024,1,94,6812,6858,6862,237725117,0,0,2672,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,5.6,473,7.5,446,7.0,429,6.7,28078264,13.4,0,0.0,0,0.0,150,5.9,Information Technology
US000,1,221112,18,0,2024,1,6,580,566,563,20663882,0,0,2790,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,11,1.9,-6,-1.0,-7,-1.2,289800,1.4,0,0.0,0,0.0,42,1.5,Information Technology
US000,1,221113,18,0,2024,1,1,1355,1343,1337,59354505,0,0,3395,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-50.0,15,1.1,2,0.1,-1,-0.1,5243146,9.7,0,0.0,0,0.0,288,9.3,Information Technology
US000,1,22112,17,0,2024,1,105,2634,2664,2672,95118250,0,0,2754,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-1.9,31,1.2,39,1.5,38,1.4,4759335,5.3,0,0.0,0,0.0,102,3.8,Information Technology
US000,1,221121,18,0,2024,1,57,1941,1962,1972,69942485,0,0,2747,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,3.6,92,5.0,95,5.1,102,5.5,6714917,10.6,0,0.0,0,0.0,135,5.2,Information Technology
US000,1,221122,18,0,2024,1,48,693,702,700,25175765,0,0,2773,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-4,-7.7,-61,-8.1,-56,-7.4,-64,-8.4,-1955582,-7.2,0,0.0,0,0.0,22,0.8,Information Technology
US000,1,2213,16,0,2024,1,5,743,742,743,19698564,0,0,2040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5,Information Technology
US000,1,22131,17,0,2024,1,5,743,742,743,19698564,0,0,2040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5,Information Technology
US000,1,221310,18,0,2024,1,5,743,742,743,19698564,0,0,2040,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5,Information Technology
US000,1,23,14,0,2024,1,2,3,4,5,141010,0,0,2712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,100.0,-2,-40.0,-1,-20.0,0,0.0,-30710,-17.9,0,0.0,0,0.0,70,2.6,Information Technology
US000,1,236,15,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,2362,16,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,23622,17,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,236220,18,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,237,15,0,2024,1,1,3,4,5,141010,0,0,2712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-40.0,-1,-20.0,0,0.0,-30710,-17.9,0,0.0,0,0.0,70,2.6,Information Technology
US000,1,2371,16,0,2024,1,1,3,4,5,141010,0,0,2712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-40.0,-1,-20.0,0,0.0,-30710,-17.9,0,0.0,0,0.0,70,2.6,Information Technology
US000,1,23713,17,0,2024,1,1,3,4,5,141010,0,0,2712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-40.0,-1,-20.0,0,0.0,-30710,-17.9,0,0.0,0,0.0,70,2.6,Information Technology
US000,1,237130,18,0,2024,1,1,3,4,5,141010,0,0,2712,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-2,-40.0,-1,-20.0,0,0.0,-30710,-17.9,0,0.0,0,0.0,70,2.6,Information Technology
US000,1,31-33,14,0,2024,1,80,49037,49281,49372,1297869728,0,0,2028,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,10,14.3,1050,2.2,1172,2.4,1266,2.6,95055711,7.9,0,0.0,0,0.0,103,5.4,Information Technology
US000,1,323,15,0,2024,1,45,2715,2705,2697,76809707,0,0,2184,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,36.4,1,0.0,-4,-0.1,7,0.3,2818494,3.8,0,0.0,0,0.0,79,3.8,Information Technology
US000,1,3231,16,0,2024,1,45,2715,2705,2697,76809707,0,0,2184,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,36.4,1,0.0,-4,-0.1,7,0.3,2818494,3.8,0,0.0,0,0.0,79,3.8,Information Technology
US000,1,32311,17,0,2024,1,45,2715,2705,2697,76809707,0,0,2184,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,36.4,1,0.0,-4,-0.1,7,0.3,2818494,3.8,0,0.0,0,0.0,79,3.8,Information Technology
US000,1,323111,18,0,2024,1,19,1162,1160,1146,34815837,0,0,2317,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9,90.0,-20,-1.7,-34,-2.8,-34,-2.9,1077213,3.2,0,0.0,0,0.0,128,5.8,Information Technology
US000,1,323117,18,0,2024,1,26,1553,1545,1551,41993870,0,0,2085,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,13.0,21,1.4,30,2.0,41,2.7,1741281,4.3,0,0.0,0,0.0,47,2.3,Information Technology
US000,1,332,15,0,2024,1,5,4165,4188,4184,91177242,0,0,1678,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,61,1.5,53,1.3,37,0.9,5884992,6.9,0,0.0,0,0.0,89,5.6,Information Technology
US000,1,3321,16,0,2024,1,1,339,338,335,11325707,0,0,2583,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3,Information Technology
US000,1,33211,17,0,2024,1,1,339,338,335,11325707,0,0,2583,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3,Information Technology
US000,1,332119,18,0,2024,1,1,339,338,335,11325707,0,0,2583,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3,Information Technology
US000,1,3329,16,0,2024,1,4,3826,3850,3849,79851535,0,0,1599,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,58,1.5,52,1.4,39,1.0,5395771,7.2,0,0.0,0,0.0,89,5.9,Information Technology
US000,1,33299,17,0,2024,1,4,3826,3850,3849,79851535,0,0,1599,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,58,1.5,52,1.4,39,1.0,5395771,7.2,0,0.0,0,0.0,89,5.9,Information Technology
US000,1,332993,18,0,2024,1,1,1601,1598,1592,29412834,0,0,1417,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,9,0.6,-22,-1.4,-39,-2.4,1291618,4.6,0,0.0,0,0.0,77,5.7,Information Technology
US000,1,332994,18,0,2024,1,3,2225,2252,2257,50438701,0,0,1728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,49,2.3,74,3.4,78,3.6,4104153,8.9,0,0.0,0,0.0,91,5.6,Information Technology
US000,1,336,15,0,2024,1,14,41325,41560,41658,1112248852,0,0,2061,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,968,2.4,1111,2.7,1202,3.0,85942984,8.4,0,0.0,0,0.0,108,5.5,Information Technology
US000,1,3364,16,0,2024,1,1,2630,2633,2628,49842006,0,0,1458,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4,Information Technology
US000,1,33641,17,0,2024,1,1,2630,2633,2628,49842006,0,0,1458,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4,Information Technology
US000,1,336411,18,0,2024,1,1,2630,2633,2628,49842006,0,0,1458,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4,Information Technology
US000,1,3366,16,0,2024,1,13,38695,38927,39030,1062406846,0,0,2102,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5,Information Technology
US000,1,33661,17,0,2024,1,13,38695,38927,39030,1062406846,0,0,2102,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5,Information Technology
US000,1,336611,18,0,2024,1,13,38695,38927,39030,1062406846,0,0,2102,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5,Information Technology
US000,1,339,15,0,2024,1,16,832,828,833,17633927,0,0,1632,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2,Information Technology
US000,1,3399,16,0,2024,1,16,832,828,833,17633927,0,0,1632,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2,Information Technology
US000,1,33991,17,0,2024,1,16,832,828,833,17633927,0,0,1632,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2,Information Technology
US000,1,339910,18,0,2024,1,16,832,828,833,17633927,0,0,1632,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2,Information Technology
US000,1,42,14,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,425,15,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,4251,16,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,42512,17,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,425120,18,0,2024,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,44-45,14,0,2024,1,709,39532,39566,39510,391665717,0,0,762,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3,-0.4,-1801,-4.4,-1334,-3.3,-1233,-3.0,3757840,1.0,0,0.0,0,0.0,34,4.7,Information Technology
US000,1,441,15,0,2024,1,37,128,128,130,1063461,0,0,636,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,4413,16,0,2024,1,37,128,128,130,1063461,0,0,636,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,44133,17,0,2024,1,37,128,128,130,1063461,0,0,636,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,441330,18,0,2024,1,37,128,128,130,1063461,0,0,636,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0,Information Technology
US000,1,444,15,0,2024,1,1,84,82,81,779464,0,0,728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6,Information Technology
US000,1,4442,16,0,2024,1,1,84,82,81,779464,0,0,728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6,Information Technology
US000,1,44424,17,0,2024,1,1,84,82,81,779464,0,0,728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6,Information Technology
US000,1,444240,18,0,2024,1,1,84,82,81,779464,0,0,728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6,Information Technology
US000,1,445,15,0,2024,1,203,10045,10068,10059,137656315,0,0,1053,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-0.5,9,0.1,26,0.3,-50,-0.5,8290863,6.4,0,0.0,0,0.0,64,6.5,Information Technology
US000,1,4451,16,0,2024,1,203,10045,10068,10059,137656315,0,0,1053,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-0.5,9,0.1,26,0.3,-50,-0.5,8290863,6.4,0,0.0,0,0.0,64,6.5,Information Technology
US000,1,44511,17,0,2024,1,175,9452,9473,9461,132786627,0,0,1080,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,21,0.2,24,0.3,-50,-0.5,8272622,6.6,0,0.0,0,0.0,68,6.7,Information Technology
US000,1,445110,18,0,2024,1,175,9452,9473,9461,132786627,0,0,1080,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,21,0.2,24,0.3,-50,-0.5,8272622,6.6,0,0.0,0,0.0,68,6.7,Information Technology
US000,1,44513,17,0,2024,1,28,593,595,598,4869688,0,0,629,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-3.4,-12,-2.0,2,0.3,0,0.0,18241,0.4,0,0.0,0,0.0,6,1.0,Information Technology
US000,1,445131,18,0,2024,1,26,590,592,595,4846798,0,0,629,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,-13,-2.2,2,0.3,-1,-0.2,15818,0.3,0,0.0,0,0.0,6,1.0,Information Technology
US000,1,445132,18,0,2024,1,2,3,3,3,22890,0,0,587,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1,-33.3,1,50.0,0,0.0,1,50.0,2423,11.8,0,0.0,0,0.0,-88,-13.0,Information Technology
US000,1,449,15,0,2024,1,62,1667,1666,1669,7075072,0,0,326,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-2,-3.1,12,0.7,3,0.2,2,0.1,142426,2.1,0,0.0,0,0.0,5,1.6,Information Technology
